Country or area/ISO code,Company Code,Contact
DICKSON ACT 2602,,Fax +61 2 6229 8011
,,E-mail
,,
Uecomm Operations Pty Ltd.,UECOMM,Lyndon Goulding
"Level 13, 101 Collins Street",,Tel +61 3 9222 9222
MELBOURNE 3000,,Fax +61 3 9222 9233
,,E-mail
Victorian Rail Track,VICTRK,Tony Canavan
"Level 17, 589 Collins Street",,Tel +61 3 9619 8842
"MELBOURNE, VIC 3000",,Fax +61 3 9619 8851
,,E-mail
Vodafone Australia Pty Ltd.,VFONE,Julian Gorman
799 Pacific Highway,,Tel +61 2 9415 7000
"CHATSWOOD, NSW 2067",,Fax +61 2 9415 7188
,,E-mail julian.gorman@vodafone.com.au
Windytide Pty Ltd.,AUSTAR,Regulatory Officer
"Level 29, AAP Centre, 259 George Street",,Tel +61 2 9394 9845
"SYDNEY, NSW 2000",,Fax +61 2 9394 9850
,,E-mail
XYZed Pty. Ltd.,XYZED,Amanda Choy
95 Nicholson Street,,Tel +61 2 9775 7608
ST. LEONARDS NSW 2065,,Fax +61 2 9775 7780
,,E-mail
