Country or area/ISO code,Company Code,Contact
"Immeuble le Crystal, 6 Rue Hèléne Boucher",,Tel +33 1 30 60 11 12
F-78286 GUYANCOURT CEDEX,,Fax +33 1 30 60 11 99
,,E-mail
Interoute Communications France,INRT,Claire Audin
16-18 Rue Rivay,,Tel +33 1 55 46 57 00
F-92300 LEVALLOIS-PERRET,,Fax +33 1 55 46 57 02
,,E-mail
Kertel S.A.,KTEL,Bertrand Dolbeau
5/7 Rue du Delta,,Tel +33 1 72 30 50 00
F-75009 PARIS,,Fax +33 1 72 30 50 10
,,E-mail
Level 3 Communications,LEV3,Barbara Nedjar
"20, Avenue André Prothin",,Tel +33 810 73 39 95
F-92400 COURBEVOIE,,Fax +33 1 70 81 10 50
,,E-mail
Louis Dreyfus Communication,LDCO,Christophe Roy
"1, Square Chaptal",,Tel +33 1 58 63 14 65
F-92569 LEVALLOIS CEDEX,,Fax +33 1 58 63 10 44
,,E-mail
MFS Communications S.A.,MFS,Laurent Papiernik
100-101 Terrasse Boieldieu,,Tel +33 1 53 75 74 99
F-92042 PARIS LA DEFENSE CEDEX,,Fax +33 1 53 75 82 09
,,E-mail
Orange France,ORNG,Didier Quillot
41-45 Boulevard Romain Rolland,,Tel +33 1 55 22 22 22
F-92120 MONTROUGE,,Fax
,,E-mail
Primus Telecommunications,PRIT,Denis Tribouillier
"50, Boulevard du Colonel Fabien",,Tel +33 800 333 999
F-94200 IVRY SUR SEINE,,Fax
,,E-mail
Prosodie,PROS,Laurent Sibille
150 Rue Galliéni,,Tel +33 1 46 84 11 11
F-92100 BOULOGNE-BILLANCOURT,,Fax +33 1 46 04 20 55
,,E-mail
Société Française du Radiotéléphone,SFR,Eric Avizou
"1, Place Carpeaux",,Tel +33 1 71 08 85 28
F - 97915 PARIS LA DEFENCE CEDEX,,Fax +33 1 71 07 64 60
,,E-mail
,,
Startec Phone Systems & Network,PHON,François Caron
30 rue Mozart,,Tel +33 1 41 40 30 00
F-92110 CLICHY,,Fax +33 1 41 40 30 16
,,E-mail
Suez Lyonnaise Telecom,SULY,François Jaclot
20 Place des Vins de France,,Tel +33 1 53 44 81 81
F-75012PARIS,,Fax +33 1 53 44 83 55
,,E-mail
Tele2 France S.A.,TEL2,Jean-Louis Constantza
"14, rue des frères Caudron, BP 103",,Tel +33 1 39 45 44 44
F-78143 VELIZY CEDEX,,Fax +33 1 39 45 44 00
,,E-mail
Telecom Développement,TEDE,Gilles Tremey
"Espace 21 Bâtiment 5, 50 Place de l'Ellipse",,Tel +33 1 55 23 91 00
F-92985 PARIS LA DEFENSE CEDEX,,Fax +33 1 55 23 95 72
,,E-mail
Television Française 1,TF1,Patrick Le Lay
1 Quai du Point-du-Jour,,Tel +33 1 41 41 12 34
F-92656 BOULOGNE BILLANCOURT,,Fax
,,E-mail
Tiscali Telecom,TISC,Eric Denoyer
"10, rue Fructidor",,Tel +33 1 41 66 77 00
F-93400 SAINT-OUEN,,Fax
,,E-mail
T-Systems Siris,SIRI,Olivier Campenon
54 Place de l'Ellipsé,,Tel +33 1 70 20 94 00
F-92983 PARIS LA DEFENSE CEDEX,,Fax +33 1 70 20 94 94
,,E-mail
UPC France,UPCF,Philippe Besnier
12 Rue Albert Einstein,,Tel +33 1 70 00 70 07
F-77420 CHAMPS-SUR-MARNE,,Fax +33 1 70 00 70 09
,,E-mail
Western Telecom,WEST,Edmond Cohen
88 Avenue Kléber,,Tel +33 1 56 26 27 00
F-75016 PARIS,,Fax +33 1 56 26 27 37
,,E-mail
XTS Network,XTSN,Pascal Bono
7 rue du Mont Valérien,,Tel +33 1 55 49 38 38
F-92150 SURESNES,,Fax +33 1 55 49 38 39
,,E-mail
