Country or area/ISO code,Company Code,Contact
"City Life Line House, 80 Clifton Street",,Tel +44 20 7377 2781
LONDON Ec2A 4HB,,Fax +44 20 7377 2595
,,E-mail customer_support@ctwoc.net
Cable & Wireless plc,CW,Kim Overton
"Thames House, Waterside Park, Longshott Lane",,Tel +44 1344 713988
BRACKNELL RG12 1XL,,Fax +44 1344 713086
,,E-mail kim.overton@cwmsg.cwplc.com
Cable & Wireless Guernsey Ltd,CWG,Jane Langlois
"PO Box 3, Upland Road, St Peter Port",,Tel +44 1481 757626
"GUERNSEY, GY1 3AB",,Fax +44 1481 724640
,,E-mail jane.langlois@cw.com
Cable & Wireless Isle of Man Ltd,CWIOM,Jane Langlois
"64a Athol Street, Douglas",,Tel +44 1481 757626
"ISLE OF MAN, IM1 1JE",,Fax +44 1481 724640
,,E-mail jane.langlois@cw.com
Cable & Wireless Jersey Ltd,CWJ,Jane Langlois
"Portman House, Hue Street",,Tel +44 1481 757626
"ST HELIER, JE4 5RP",,Fax +44 1481 724640
,,E-mail jane.langlois@cw.com
Callmonitor Ltd,CALLMO,Richard Offenbach
207Regent Street,,Tel +44 20 7120 0000
LONDON W1B 4ND,,Fax +44 20 7120 0001
,,E-mail info@callmonitor.com
Callstream Ltd,CLSTRM,Ben Checketts
"The Exchange, Haslucks Green Road",,Tel +44 870 787 7814
SOLIHULL B90 2EL,,Fax +44 870 787 7999
,,E-mail ben.checketts@callstream.com
,,
ClemCom Ltd,CLEM,C. Perret
"Astor Court B, Lislet Geoffroy Street",,Tel +230 213 5932
"PORT LOUIS, MAURITIUS",,Fax +230 213 5933
,,E-mail clemcom@intnet.mu
Communications Network Services (UK),CNSUK7,Alan Wheble
"BTPLC, 81 Newgate Street",,Tel +44 1322 298905
LONDON EC1A 7AJ,,Fax +44 1322 277641
,,E-mail alan.wheble@bt.com
Coms.Com Ltd,COMS,David Cargill
77 Queen Victoria Street,,Tel +44 20 7148 3000
LONDON EC4V 4AY,,Fax +44 20 7148 3001
,,E-mail dc@coms.com
Coulomb Ltd,CMB203,Stuart Turner
"Cairngorm House, 203 March Wall",,Tel +44 20 8114 1008
LONDON E14 9YT,,Fax +44 20 8114 1113
,,E-mail stuart@coulomb.co.uk
D2C Tlecom Ltd,D2C001,Tom Butchart
"Regent House, 2 Muirfield Crescent",,Tel +44 20 7001 9010
LONDON E14 9SZ,,Fax +44 20 7512 2021
,,E-mail tbutchart@d2c-telecom.co.uk
Daotec Ltd,DAOTEC,Peter Krapfl
145 - 157 St John Street,,Tel +44 20 7037 7777
LONDON EC1V 4PY,,Fax +44 20 7037 8888
,,E-mail peter.krapfl@daotec.com
Edge Telecom Ltd,EDG,Don McQueen
"Global House, Crofton Close",,Tel +44 1202 587211
LINCOLN LN3 4NT,,Fax +44 1202 233122
,,E-mail don@adgetelecom.co.uk
Eircom UK,GBR14,Gerard Watchom
13-114 St Stephens Green West,,Tel +353 1 701 7370
"DUBLIN 2, IRELAND",,Fax +353 1 701 7388
,,E-mail gwatchorn@eircom.ie
Elephant Talk Communications PRS UK Ltd,ETCUK,Robert Bodemann
"1 Hallmark Trading Estate, FourthWay, Wembley",,Tel +31 2065 35916
"MIDDLESEX, HA9 0LB",,Fax +31 2065 35916
,,E-mail robert.bodemann@elephanttalk.com
Elite Ltd,ELITE,David Simmons
"Internet House, 33 Kingston Crescent",,Tel +44 23 9234 4450
PORTSMOUTH PO2 8AA,,Fax +44 23 9279 7474
,,E-mail david.simmons@elite.ltd.uk
,,
Esse Solutions Ltd,UKESOL,Jeremy Flashman
"Elmhurst, 98-104 High Road",,Tel +44 20 8530 4800
"SOYTHWOODFORD, LONDON E18 2QH",,Fax +44 20 8530 4805
,,E-mail jflashman@essesolutions.com
Eyetel sarl,EYETEL,Bhavan Ravindra
127 Bd Haussman,,Tel +44 20 7987 8126
"75008 PARIS, FRANCE",,Fax +44 20 7537 9529
,,E-mail bhavan@eye-tel.com
Flextel Ltd,FLXTEL,David Topping
"Flextel House, The Commons",,Tel +44 8703 151515
"SANDBACH, CHESHIRE CW11 1EG",,Fax +44 8703 161616
,,E-mail itucc.david.topping@flextel.com
FreedomCall Ltd,FRDMCL,Richard Ramsey
"Hampton House, High street, East Grinstead",,Tel +44 1342 718066
"WEST SUSSEX, RH19 3AQ",,Fax +44 1342 714106
,,E-mail r39.ramsey@freedomcall.co.uk
Fubra Ltd,FUBRA,Paul Maunders
"Manor Coach House, Church Hill, Aldershot",,Tel +44 1252 367202
"HAMPSHIRE, GU12 4RQ",,Fax +44 1252 367229
,,E-mail paul@fubra.com
Gamma Telecom,GAMMA,Gordon Ballantyne
"1 The Pentangle, Park Street",,Tel +44 141 4044213
"NEWBURY, BERKSHIRE, RG14 1EA",,Fax +44 8452 416001
,,E-mail gballantyne@gammatelecom.com
Gateway Communications Africa (UK) Ltd,GATWAY,Christopher Young
1 Red Place,,Tel +44 20 7173 1700
"LONDON, W1K 6PL",,Fax +44 20 7495 3082
,,E-mail chris.young@gatewaycomms.com
GCI Communications Ltd,GCI,Don McQueen
"Global House, Crofton Close",,Tel +44 1202 587211
"LINCOLN, LN3 4NT",,Fax +44 1202 233122
,,E-mail don.mcqueen@gcitelecom.co.uk
Global Crossing Telecommunications (UK) Ltd,GCUK01,John McKay
"1 London Bridge, 5th Floor",,Tel +44 1256 732772
"LONDON, SE1 9BG",,Fax +44 1256 732401
,,E-mail john.mckay@globalcrossing.com
Hay Systems Ltd,HSL,Mark Hay
1-4 Atholl,,Tel +44 1506 424955
"EDINBURGH, EH3 9LQ, SCOTLAND",,Fax +44 1506 424951
,,E-mail mark.hay@haysystems.com
,,
Highspeed Office Ltd,HSO,Stephen Renfree
"Epworth House, 25 City Road",,Tel +44 20 7847 4500
LONDON EC1Y 1AA,,Fax +44 20 7847 4599
,,E-mail stephen.renfree@hso.uk.com
I-net Communications Group Plc,INETCO,Michael Pavlou
"Suite 106, 150 Minories",,Tel +44 20 7264 2120
LONDON EC3N 1LS,,Fax +44 20 7264 2275
,,E-mail michael@inetplc.com
Infonet Broadband Services Corporation,IBSC,L.F.M. van den Heuvel
"Spicalaan 1-59,",,Tel +31 23 569 7358
"2132 JG HOOFDDORP, Netherlands",,Fax +31 23 569 7499
,,E-mail luc.heuvel@bt.com
Inquam Telecom (Holdings) Ltd,ITHL,Rich Pullin
31 Southampton Row,,Tel +44 8081 300808
LONDON WC1B 5HJ,,Fax +44 8081 300809
,,E-mail richpullin@coretel.co.uk
Interoute Communications Ltd,IRT,Robert Ibbitson
"Walbrook Building, 195 Marsh Wall",,Tel +44 20 7025 9620
LONDON E14 9SG,,Fax +44 20 7025 9851
,,E-mail rob.ibbitson@interoute.com
IV Response Ltd,IV5761,Paul Bonafin
57-61 Mortimer Street,,Tel +44 870 005 5000
LONDON W1W 8HS,,Fax +44 870 005 5009
,,E-mail paul.bonafin@ivresponse.com
Jersey Telecom Ltd,JTGL01,Peter Le Chevalier
"PO Box 53, No 1 The Forum",,Tel +44 1534 882522
"GREENVILLE STREET, ST HELIER",,Fax +44 1534 882339
,,E-mail peter.lechevalier@jerseytelecom.com
JJ Telecoms Ltd,JJTL01,J. Warren
80 Clifton Street,,Tel +44 20 7965 0305
LONDON EC2A 4HB,,Fax +44 8707 627225
,,E-mail support@jj-telecoms.com
KDDI Europe Ltd,KDDI,Shinji Miyazawa
"Atlas House, 1 King Street",,Tel +44 20 7507 0122
LONDON EC2V 8AU,,Fax +44 20 7507 0101
,,E-mail miyazawa@eu.kddi.com
Lebara Ltd,LEBARA,Rejeet Nair
"5th Floor, 100 Lehman Street",,Tel +44 20 7480 4525
LONDON E1 8EY,,Fax +44 20 7480 4502
,,E-mail rejeet@lebara.com
,,
Linx Telecom Ltd,LNXDBX,Zeeshan Choudry
"902 Al Reem Tower, Maktoum Street",,Tel +971 4223 7651
"DEIRA DUBAI, EMIRATES",,Fax +971 4223 7687
,,E-mail zec@linx-telecom.com
LTT Plc,LTT,Eden Akhavi
"BLM Salisbury House, London Wall",,Tel +44 8702 860526
LONDON EC2M,,Fax +44 8702 866933
,,E-mail eden.akhavi@ltt.com
Magrathea Telecommunications Ltd,MGTHEA,Carrier Department
"Albany House, 14 Shute End,",,Tel +44 118 321 0321
WOKINGHAM BERKSHIRE RG40 1BJ,,Fax +44 118 321 0301
,,E-mail carrie@magrathea-telecom.co.uk
Mapesbury Communications Ltd,UK01,Magnus Kelly
8 Station Road,,Tel +44 7711 590311
"WATFORD, HERTS WD17 1EG",,Fax +44 1923 630445
,,E-mail magnus.kelly@mapesbury.com
NDNT UK Ltd,3C2007,Jonathan Ousey
40 Marsh Wall,,Tel +44 20 7538 2012
LONDON E14 9TP,,Fax +44 20 7538 2012
,,E-mail jonathan.ousey@3c-uk.co.uk
Net Solutions Europe Ltd,NSE,Simon Talbot
"870 The Crescent, Colchester Business Park",,Tel +44 20 3161 6001
"COLCHESTER ESSEX, CO4 9YQ",,Fax +44 20 3161 6011
,,E-mail simont@nsc.co.uk
Netsmart Cyprus,NETSM1,Neil Penny
PO Box 28985,,Tel +44 7714 345752
"CY-2084 NICOSIA, CYPRUS",,Fax +44 8712 102174
,,E-mail neil@enarpee.com
Network Rail Infrastructure Ltd,UKRAIL,Steve Hailes
40 Melton Street,,Tel +44 20 7557 8441
LONDON NW1 2EE,,Fax +44 20 7557 9031
,,E-mail steve.hailes@networkrail.co.uk
Networks Direct Ltd,NETDIR,David Ivtsan
PO Box 239,,Tel +44 1778 561708
STAMFORD PE9 4WX,,Fax +44 1778 561709
,,E-mail david.ivtsan@networks-direct.com
NewNet Plc,NEWNET,John Thurling
"Carnac Lodge, Cams Estate, Fareham",,Tel +44 1329 226735
HAMPSHIRE PO16 3UJ,,Fax +44 1329 226721
,,E-mail john@newnet.co.uk
,,
Newtel (Guernsey) Ltd,NTLGSY,Jeremy Swetenham
1 Colomberie,,Tel +44 7797 710253
"ST HELIER, JERSEY JE4 9SY",,Fax +44 1534 507979
,,E-mail jeremy.swetenham@newtelsolutions.com
Newtel Ltd,NTLLTD,Jeremy Swetenham
1 Colomberie,,Tel +44 7797 710253
"ST HELIER, JERSEY JE4 9SY",,Fax +44 1534 507979
,,E-mail jeremy.swetenham@newtelsolutions.com
nPlusOne Ltd,NP1,M.D. Curt-Elli
12 Dock Place,,Tel +44 131 514 4016
EDINBURGH EH6 6LU,,Fax +44 845 119 9901
,,E-mail mussy@nplusone.net
n-Tel Communications Ltd,NTEL44,Vladimir Repin
"4th Floor, 3 Tenderden Street, Hanover Square",,Tel +44 20 7297 4450
LONDON W1S 1TD,,Fax +44 20 7514 5811
,,E-mail vrepin@n-tele.com
ntl Group Ltd,NTL825,Lizanne Ford
"Bartley Wood Business Park, Hook",,Tel +44 1733 778870
HANTS RG27 9UP,,Fax +44 1733 778900
,,E-mail lizanne.ford@virginmedia.co.uk
O-Bit Telecom Ltd,OBIT01,Suzannah Doyle
10 Orange Street,,Tel +44 7007 000176
LONDON WC2H 7DQ,,Fax +44 8707 870224
,,E-mail suzannah.doyle@o-bit.net
OciusB2 Ltd,OB2LTD,Andrew Taujanskas
"The Health, Runcorn",,Tel +44 870 757 8700
CHESHIRE WA7 4Q X,,Fax +44 1928 515491
,,E-mail andrew.taujanskas@ociusb2.com
OnePhone UK Ltd,1PHONE,P. Scrope
"Langbaurgh Hall, Great Ayton",,Tel +44 7836 200271
NORTH YORKSHIRE TS9 6QQ,,Fax +44 7036 9971
,,E-mail peter.scrope@onephone.org.uk
Onetel Telecommunications Ltd,OT851,Gordon Edison
1 Portal Way,,Tel +44 20 8127 1981
LONDON W3 6RS,,Fax +44 20 8127 1975
,,E-mail gordon.edison@talktalkonetel.co.uk
Opera Telecom Ltd,OPERA1,Mark Hennessy
3 Brindley Place,,Tel +44 121 620 9151
BIRMINGHAM B1 2JB,,Fax +44 870 062 8831
,,E-mail mark.hennessy@oitg.com
,,
Plus Telecom Ltd,6T5D5R,Richard Mead
19 Nassau Street,,Tel +44 20 7637 2123
LONDON W1W 7AF,,Fax +44 20 7436 9242
,,E-mail richard.mead@plustelecom.com
PNC Telecom Services Ltd,PNCTSL,Catherine Gerosa
"Cavallino House, Corsley Health",,Tel +44 20 7748 1308
WARMINSTER BA12 7PL,,Fax +44 20 7748 1001
,,E-mail cgerosa@pnctele.com
Power Internet Ltd,PWRNET,Phil Wattis
"82 Saxon Gate West, Central Milton Keynes",,Tel +44 1908 605188
"BURKINGHAMSHIRE, MK9 2DL",,Fax +44 1908 242099
,,E-mail phil.wattis@power.net.uk
Primus Telecommunications Ltd.,PRIMUS,Lucy Hitchcock
4 Victoria Street,,Tel +44 20 7669 6614
LONDON SW1H OGT,,Fax +44 20 7669 6102
,,E-mail lhitchcock@primus.co.uk
QiComm Ltd,QIC264,Shazia Saeed
"Network House, 15 High Street",,Tel +44 20 7177 6050
"HAMPTON HILL, MIDDLESEX TW12 1NB",,Fax +44 20 7177 6060
,,E-mail shazia.saeed@qicomm.com
QX Telecom Ltd,QXTUK,Steven Pang
2 Glenmore Close,,Tel +44 870 119 0222
THATCHAM RG19 3XR,,Fax +44 870 119 0222
,,E-mail info@qxtelecom.co.uk
Reach Europe Ltd.,REU,Grant Haustorfer
50-52 Paul Street,,Tel +44 207 858 8868
LONDON EC2A 4LB,,Fax +44 207 858 8998
,,E-mail uknetops@reach.com
Realpoptel Ltd,RPL007,Coleen Scarfe
195 North Street,,Tel +44 870 922 1000
LEEDS LS7 2AA,,Fax +44 870 122 2187
,,E-mail cs@realpoptel.net
Red Squared Ltd,RED2,Kevin Brennan
"Harvieston House, Ballyedmonduff Road,",,Tel +353 1 440 7441
"STEPASIDE, DUBLIN D18 IRELAND",,Fax +353 1 440 7449
,,E-mail kevin.brennan@redsquared.com
Ringmaster Ltd,RINGMA,Kevin Daley
Fenwicks Close Farm,,Tel +44 870 438 0000
"WHITLEY BAY, TYNE and WEAR NE25 9TQ",,Fax +44 870 438 1111
,,E-mail kevin@ringmaster.net
,,
Samitel Ltd,SAMITE,Ahmed Farah
"Lloyds Avenue House, 6 Lloyds Avenue",,Tel +44 20 7488 4885
LONDON EC3N 3ES,,Fax +44 20 7448 4666
,,E-mail afarah@samitel.com
Software Cellular Netwrok Ltd,TRU,James Body
2 More London Riverside,,Tel +44 20 3002 6565
LONDON SE1 2JR,,Fax +44 20 7367 6248
,,E-mail james.body@truphone.com
Spacetel UK Ltd,SPCTL1,Hector Hinojosa
"Suite A, 5th Floor, Queens House, Kymberley R",,Tel +44 20 7899 4032
HARROW MIDDLESEX HA1 1US,,Fax +44 20 7899 5000
,,E-mail hinojosa@mednet.mc
Square Systems Ltd,SQS,Paul Murphy
"49 High Street, Westbury on Trym",,Tel +44 8452 573804
BRISTOL BS9 3ED,,Fax +44 8707 778688
,,E-mail paul.murphy@squaresystems.co.uk
Square Systems Ltd,755755,Paul Murphy
"49 High Street, Westbury on Trym",,Tel +44 8452 573804
BRISTOL BS9 3ED,,Fax +44 8707 778688
,,E-mail paul.murphy@squaresystems.co.uk
Starcomm Ltd,STARUK,Clive Aldred
"1 School House Terrace, Kirk Deighton",,Tel +44 8700 191919
WETHERBY LS22 4EH,,Fax +44 8700 191920
,,E-mail clive@starcomm.co.uk
Syntec Ltd,SYNTEC,Jonathan Graham
18 The Avenue,,Tel +44 20 7741 2003
LONDON W13 8PH,,Fax +44 20 7741 2103
,,E-mail itu@systec.co.uk
Syntel LTD,SYNT01,James Campbell
18 The Avenue,,Tel +44 20 7741 8000
LONDON W13 8PH,,Fax +44 20 7741 8001
,,E-mail jsc@syntec.co.uk
Synterra UK Ltd,SYNTER,Oleg Karenkikh
"Dalton House, 60 Windsor Avenue",,Tel +44 700 5803 458
LONDON SE19 2RR,,Fax
,,E-mail info@synterra.co.uk
T.G. Support Ltd,TGS001,Darren Dean
PO Box 906,,Tel +44 20 8002 2902
WEMBLEY HA9 1DQ,,Fax +44 20 8002 2950
,,E-mail dpd@gtnet.gov.uk
,,
Teamphone Ltd,SN2527,Jofn Lockyer
25-27 Shaftesbury Avenue,,Tel +44 20 3162 3061
LONDON W1D 7EQ,,Fax +44 20 3162 3161
,,E-mail j.lockyer@teamphone.com
Telco Global Networks Ltd,TG252,Gordon Edison
1 Portal Way,,Tel +44 20 8127 1981
LONDON W3 6RS,,Fax +44 20 8127 1975
,,E-mail gordon.edison@talktalkonetel.co.uk
Tele2 UK Services Ltd.,TELE2,Ken Bodiley
"Regal House, 70 London rd., Twickenham",,Tel +44 20 7894 9880
"MIDDLESEX, TW1 3QS",,Fax +44 20 7891 1511
,,E-mail tele2uk_carrierbusiness@tele2.com
Teleasp.Net Ltd,TELE01,Laura Parmigiani
"Castle Hill, 12 Castle Hill",,Tel +44 1753 839444
"WINDSOR, BERKSHIRE SL4 1PD",,Fax +44 1753 839445
,,E-mail laura.parmigiani@teleasp.net
Teledesign Plc,TELEDE,Peter Courtney
"The White House, 1 The Broadway",,Tel +44 20 7047 0000
"OLD HATFIELD, HERTFORDSHIRE AL9 5BG",,Fax +44 20 7057 0000
,,E-mail peter@teledesign.co.uk
Teleglobe International Ltd.,TGB,Patrick Bibeau
"Suite 703, 2 Harbour Exchange Square",,Tel +1 514 868 8442
LONDON E14 9GE,,Fax
,,E-mail
Teleport Networks Ltd,TELEPT,Liam Stepleton
"2 Jersey Street, Ancoats",,Tel +44 797 390 5993
MANCHESTER M4 6JB,,Fax +44 870 140 2001
,,E-mail liam@teleportnetworks.co.uk
Telewest Communications Plc,TLW135,Lizanne Ford
"Bartley Wood, Business Park, Hook",,Tel +44 1733 778870
HANTS RG27 9UP,,Fax +44 1733 778900
,,E-mail lizanne.ford@virginmedia.co.uk
Teliasonera International Carrier UK Ltd,TSIC,James Sullivan
95 Cromwell Road,,Tel +44 20 7870 5000
LONDON SW7 4DL,,Fax +44 20 7870 5005
,,E-mail james.sullivan@teliasonera.com
TelXl Ltd,IN2NET,Nigel Fox
"1562 Stratford Road, Hall Green",,Tel +44 8700 670672
"BIRMINGHAM, WEST MIDLANDS B28 9HA",,Fax +44 8700 670673
,,E-mail nigel.fox@telxl.com
,,
Timico Ltd,TIMICO,Adrian Snell
"Beacon Hill Park, Newark",,Tel +44 845 258 0258
NOTTINGHAMSHIRE NG24 3AH,,Fax +44 870 636 7000
,,E-mail adrian.snell@timico.co.uk
T-Mobile (UK) Ltd,TMUK,
"Hatfield Business Park, Hatfield",,Tel
HERTFORDSHIRE AL10 9BW,,Fax
,,E-mail
UIS Ltd,UIS100,Fadi Tehfe
"Link House, 140 The Broadway, Surbiton",,Tel +44 20 7097 0357
SURREY KT6 7JE,,Fax +44 20 7681 1369
,,E-mail ftehfe@uistelecom.com
Via-Fon Ltd,VIAFON,K. Peate
"14-16 Tower Quays, Tower Road, Birkenhead",,Tel +44 151 473 4675
MEREYSIDE CH41 1BP,,Fax +44 151 473 0002
,,E-mail kathy@via-fon.com
Vox Mundi,VM0000,Dino Milic Jakovlic
"V Bukovca 20,",,Tel +385 1 333 6216
"10430 SAMOBOR, CROATIA",,Fax +385 1 333 6218
,,E-mail dino@vox-mundi.net
VTL (UK) Ltd,VTLUK,Matthew Glover
"Inbucon House, Wick Road, Egham",,Tel +44 1784 494271
SURREY TW20 0HR,,Fax +44 1784 494201
,,E-mail matthew.glover@viatel.com
Wave Telecom Ltd,JTG02,Peter Le Chevalier
"24 High Street, St Peter Port",,Tel +44 1534 882522
GUERNSEY GY1 2JU,,Fax +44 1534 882339
,,E-mail peter.lechevalier@jerseytelecom.com
WB-Internet Ltd,WBINT,Tim Reynolds
"Kinchyle, Church Lane Great Holland",,Tel +44 1255 678881
"FRINTON-ON-SEA, ESSEX CO13 0JS",,Fax +44 1255 851049
,,E-mail tim.reynolds@wb-internet.co.uk
Wight Cable 2005 Ltd,IOW,John Teevan
"c/o White Rose Cottage, Lower east end",,Tel +44 1983 240128
FURNEUX PELHAM HERTS SG9 0JZ,,Fax +44 1983 242401
,,E-mail john.teevan@wightcable.com
Wight Cable North Ltd,SW2007,Graeme Simpson
"3 Chalmers Place, Riverside Business Park",,Tel +44 1294 231395
IRVINE KA11 5DH,,Fax +44 1294 230000
,,E-mail gsimpson@wightcablenorth.com
,,
Wireless Solutions International Inc,WSIINC,Martin Guilfoyle
"3700 Airport Road, Suite 303",,Tel +1 561 368 6044
"BOCA RATON, FL 33431-6409 USA",,Fax +1 561 368 6180
,,E-mail martin.guilfoyle@wsiteam.com
YAC Ltd,YAC,Tom Mulligan
"Corporate House, Ballybrit Business Park",,Tel +44 7092 131313
GALWAY (Ireland),,Fax +44 7092 131313
,,E-mail tom.mulligan@yac.com
