Country or area/ISO code,Company Code,Contact
87497 Wertach,,Fax: +49 8365 791 4010
,,E-mail: mb@allgaeudsl.de
amplus AG,AMPLUS,Mr. Tobias Groeller
Technologiecampus 4,,Tel: +49 9923 8045 100
94244 Teisnach,,Fax: +49 9923 8045 120
,,E-mail: t.groeller@ccnst.de
AnschlussWerk GmbH,ANW,Mrs. Ulrike Rades
Kotzinger Strasse 21,,Tel: +49 861 900 500 15
83278 TRAUNSTEIN,,Fax: +49 861 900 500 10
,,E-mail: u.rades@anschlusswerk.de
ansit-com GmbH,ANSIT,Mr Karsten Hampf
Lückstrasse 72/73,,Tel: +49 30 2084779 60
10317 BERLIN,,Fax: +49 30 2084779 68
,,E-mail: carrier@ansit-com.de
ANT Granowski GmbH,ANTGRA,Tel: +49 3672 488080
Schwarzburger Strasse 26,,Fax: +49 3672 488088
07407 RUDOLSTADT,,E-mail: info@ant-granowski.de
ANTEC Servicepool GmbH,ANTEC,Mrs Andrea Schramm
Jathostrasse 11 b,,Tel: +49 511 270903 0
30163 HANNOVER,,Fax: +49 511 270903 40
,,E-mail: info@antec-servicepool.de
Anycall GmbH,ANYCLL,Mr Ole Nils Feddersen
Jahnstrasse 2,,Tel.: +49 4122 50635 0
25436 UETERSEN,,Fax: +49 4122 50635 10
,,E-mail : service@anycall.de
Arche Netvision GmbH,ARCHE1,Mr Thomas Weisser
Bismarckstrasse 141,,Tel: +49 4421 1504 217
26384 WILHELMSHAVEN,,Fax: +49 4421 1504 222
,,E-mail: t.weisser@arche.net
autphone GmbH,AUT430,Tomislav Mrksa
Herzog-Albrecht-Strasse 11,,Tel.: +49 8545 233 99 00
94544 HOFKIRCHEN,,Fax: +49 8545 233 99 09
,,E-mail: tomislav.mrksa@autphone.com
AVACOMM Systems GmbH,AVACOM,Mr Christian Gallitscher
Muehlthal 3,,Tel.: +49 8020 90571 0
83626 VALLEY,,Fax: +49 8020 90571 20
,,E-mail : support@avacomm.com
AVAYA GmbH & Co. KG,AVAYA,Tel: +49 69 7505 2540
Theodor-Heuss-Allee 112,,E-mail: carrierservice@avaya.com
60486 Frankfurt am Main,,
Axxess Solutions GmbH,AISGER,Mr. Christian Sohn
Kleinhuelsen 42,,Tel: +49 2103 5877 190
40721 HILDEN,,Fax: +49 2103 5877 310
,,E-mail: christian.sohn@voipconnection.de
BBCom Berlin-Brandenburgische Communicationsgesellschaft mbH,BBCOM,Mr Andreas Gaertig
Goslaer Ufer 39,,Tel: +49 341 60952 445
10589 BERLIN,,Fax: +49 341 60952 903
,,E-mail: andreas.gaertig@telecolumbus.de
BGC Breitbandgesellschaft Cottbus mbH,BGCOTT,Mr Andreas Paul
Hegelstrasse 2,,Tel: +49 3574 8695512
03050 COTTBUS,,E-mail: andreas.paul@lks-lauchhammer.de
Bisping & Bisping GmbH & Co.KG,BISP,Mr. Johannes Bisping­
Spitalstrasse 21-24-26,,Tel: +49 9123 9740 610
91207 Lauf,,Fax: +49 9123 9740 97
,,E-mail: info@bisping.de­
BiTel Gesellschaft fuer Telekommunikation mbH,BITEL,Mr. Michael Jesdinsky
Berliner Strasse 260,,Tel: +49 521 51 7753
33330 Guetersloh,,Fax: +49 521 51 7766
,,E-mail: jesdinsky@bitel.de
bn:t Blatzheim Networks Telecom GmbH,BNT,Mr. Guenther Blatzheim
Pennefeldsweg 12,,Tel: +49 228 95707 0
53177 BONN,,Fax: +49 228 95707 89
,,E-mail: gblatz@blatzheim.com
Bodo Thomas,ATBG01,Mr Michael Thomas
Antennentechnik Thomas,,Tel: +49 36461 21818
Schmiedestrasse 4,,Fax: +49 36461 86963
99518 GROSSHERINGEN,,E-mail: buchhaltung@1a-online.net
BORnet GmbH,BORNET,Sven Herrmann
Ostlandstrasse 5,,Tel: +49 2861 89060 625
46325 BORKEN,,Fax: +49 2861 89060 990
,,E-mail: herrmann@bornet.de
Brandl Services GmbH,BRANDL,Mr Chris Brandl
Theresienstr. 20,,Tel.: +49 9180 409999 4
92353 PAVELSBACH,,Fax: +49 9180 409999 8
,,E-mail: info@brandl-services.com
Breitband Versorgung Deutschland GmbH,BBV000,Mrs A. Schmitz
Robert-Bosch-Strasse 32,,Tel: +49 6103 9999 893
63303 DREIEICH,,Fax: +49 6103 9999 888
,,E-mail: aschmitz@bbv-deutschland.de
Breitband Versorgung Münsterland GmbH,BBV002,Mrs A. Schmitz
Robert-Bosch-Strasse 32,,Tel: +49 6103 9999 893
63303 DREIEICH,,Fax: +49 6103 9999 888
,,E-mail: aschmitz@bbv-deutschland.de
Breitband Versorgung Ostwestfalen GmbH,BBV003,Mrs A. Schmitz
Robert-Bosch-Strasse 32,,Tel: +49 6103 9999 893
63303 DREIEICH,,Fax: +49 6103 9999 888
,,E-mail: aschmitz@bbv-deutschland.de
Breitband Versorgung Rhein-Neckar GmbH,BBV001,Mrs A. Schmitz
Robert-Bosch-Strasse 32,,Tel: +49 6103 9999 893
63303 DREIEICH,,Fax: +49 6103 9999 888
,,E-mail: aschmitz@bbv-deutschland.de
Breitbandnetz Sachsen GmbH,BBN,Mr. Sven Pforte
Bahnhofstrasse 4,,Tel: +49 170 7660035/+49 3525 5275 022
01587 Riesa,,Fax: +49 3525 5275023
,,E-mail: sven.pforte@breitbandnetz-sachsen.de
Breitbandnetz Südermarsch UG & Co.KG,BNS,Mr. Carsten Paustian
Mutter-Teresa-Strasse 13,,Tel: +49 170 3413522
25709 MARNE,,E-mail: carstenpaustian@aol.com
Breitbandservice Gantert GmbH & Co.KG,BBGG,Mr Volker Gantert
Im Sulzfeld 10,,Tel: +49 7744 9299700
79780 STUEHLINGEN,,Fax: +49 7744 933962
,,E-mail: info@breitbandservice.com
Breitbandzweckverband Suedangeln,BZVS,Mr Joachim Kock
Toft 7,,Tel.: +49 4623 78412
24860 BOEKLUND,,Fax: +49 4623 78400
,,E-mail : bzv-suedangeln@amt-suedangeln.de
Broadsoft Germany GmbH,BSFT,Ordermanagement
Lothringer Strasse 56,,Tel: +49 221 9999 85636
50677 COLOGNE,,Fax: +49 221 9999 85692
,,E-mail: rufnummern@placetel.de
BT (Germany) GmbH & Co. OHG,BTG,Mrs. Ursula Zillmer
Barthstrasse 4,,Tel: +49 89 2600 8772
80339 MUNICH,,Fax: +49 89 2600 9972
,,E-mail: ursula.zillmer@bt.com
Buchholz Digital GmbH,BUDI,Mr. Joachim Studtmann
Maurerstrasse 10,,Tel: +49 4181 208 259
21244 BUCHHOLZ,,Fax: +49 4181 208 290
,,E-mail: jstudtmann@buchholz-digital.de
BürgerBreitbandNetz GmbH & Co.KG,BBNG,Tel: +49 4841 9042880
Dieselstrasse 1,,Fax: +49 4841 9042888
25813 HUSUM,,E-mail: info@bbng.de
Business Phone Net GmbH & Co.KG,BPNET,Mr Robin Foerster
Simrockallee 2,,Tel: +49 221 177 32670
53173 BONN,,Fax:
,,E-mail: support@business-phone-net.com
BWnet GmbH,BWNET,Mr Dirk Jentzsch
Goethestrasse 5,,Tel.: +49 71189471000
73525 SCHWAEBISCH GMUEND,,Fax: +49 71189471095
,,E-mail: Dirk.Jentzsch@ropa.de
C&S Breitband GmbH,CUSB,Mr Fabian Caspers
Luebecker Strasse 56,,Tel: +49 4531 162920
23843 BAD OLDESLOE,,Fax: +49 4531 16277920
,,E-mail: fcaspers@cs-breitband.de
C.VITA GmbH,CVITA1,Mr. Benjamin Alt
Daimlerstrasse 86,,Tel: + 49 711 20 30 4 430
70372 Stuttgart,,Fax: + 49 711 20 30 4 499
,,E-mail: b.alt@c-vita.de
Carsten Dickenscheid,CDNET,Mr Carsten Dickenscheid
IT-Service,,Tel: +49 6725 935303
Grabenstrasse 24,,Fax: +49 6725 999250
55435 GAU-ALGESHEIM,,E-mail: carsten@dickenscheid.net
ccn corporate communication networks GmbH,CCN,Tel: +49 89 74616044
Frankfurter Ring 105 a,,Fax: +49 89 74616030
80807 MUNICH,,E-mail: support@bluesip.net
CNS Network GmbH,CNSNET,Mr Frank Roeske
Alte Ziegelei 4,,Tel: +49 355 486970
03099 KOLKWITZ,,Fax: +49 355 533395
,,E-mail: telefonie@cns-network.de
CNT AG,CNT,Mrs Birgit Braun
Ludwig-Erhard-Allee 20,,Tel: +49 721 669 1230
76131 KARLSRUHE,,Fax: +49 721 669 2000
,,E-mail: order-admin@cnt.net
Colt Technology Services GmbH,COLTDE,Mrs. Sabine Hennig
Herriotstrasse 4,,Tel: +49 69 56606 6528
60528 Frankfurt,,Fax: +49 69 56606 1200
,,E-mail: sabine.hennig@colt.net
COMBILE GmbH - Mobile System Builders,COMBIL,Mr. Dietmar Mayer
Karl-Friedrich-Schlafer-Strasse 17,,Tel: +49 7231 28078 0
75180 PFORZHEIM,,Fax: +49 7231 28078 20
,,E-mail: dietmar.mayer@combile.eu
COM-IN Telekommunikations GmbH,COMIN,Mr. Alexander Zagler
Ringlestrasse 28,,Tel: +49 841 8046 0
85057 INGOLSTADT,,Fax: +49 841 8046 19
,,E-mail: info@comingolstadt.de
comjoo business solutions GmbH,COMJOO,Mr Marcus Eitel
Kurfuerstendamm 132 a,,Tel: +49 160 8066755
10711 BERLIN,,Fax: +49 30 216059 99
,,E-mail: marcus.eitel@comjoo.com
Communication Services Tele2 GmbH,TEL2DE,Ulrich Krause
In Der Steele 39,,Tel: +49 211 74004 905
40559 DUSSELDORF,,Fax: +49 211 74004 906
,,E-mail: ulrich.krause@web.de
Compax Software Development GmbH,COMPAX,Mr. Thorsten Muerell
Friedensstrasse 20,,Tel: +49 175 8373158
63179 OBERTSHAUSEN,,E-mail: thorsten.muerell@compax.at
Comptertechnik Trenkle e.K.,7046,Mrs. Anja Zibold
Im Luckenloch 3,,Tel: +49 7824 7039911
77974 MEISSENHEIM-KUERZELL,,Fax: +49 7221 70102786
,,E-mail: anja.zibold@ortenau-dsl.de
CompuNet Systems GmbH,CPN1,Mr Boris Hoppe
Paul-Ehrlich-Strasse 1-3,,Tel: +49 451 317033 0
23562 LUEBECK,,Fax: +49 451 317033 20
,,E-mail: b.hoppe@cpn-systems.it
Comulus AG,CMLS,Mr Fabian Kroeger
Max-Dohm-Strasse 8 - 10,,Tel: +49 30 921056 444
10589 BERLIN,,Fax: +49 30 921056 8444
,,E-mail: fabian.kroeger@comulus.de
Concrete Logic GmbH,CL,Mr. Dirk Steins
Wilhelm-Ruppert-Strasse 38,,Tel: +49 2203 59055 10
51147 Cologne,,Fax: +49 2203 59055 50
,,E-mail: dirk.steins@concrete-logic.de
Congstar GmbH,CONG,Mr. Karim Hadj-Ali
Weinsbergstrasse 70,,Tel: +49 221 57771 332
50823 COLOGNE,,Fax: +49 221 57771 1332
,,E-mail: karim.hadj-ali@congstar.net
cratchmere.com gmbh,SIPFON,SIPfonica Auftragsmanagement
Ibacher Muehle 87,,Tel.: +49 2053 9109 580
42553 VELBERT,,Fax: +49 2053 9109 589
,,E-mail : auftrag@sipfonica.de
cyberways Informationsdienste GmbH,CWAYS,Mr Jan Baumann
Beim Glaspalast 1,,Tel: +49 821 72042 0
86153 AUGSBURG,,Fax: +49 821 72042 42
,,E-mail: jb@cyberways.net
D&T Internet GmbH,DTI,Mr. Joern Dost
Frankenwerft 1,,Tel: +49 221 969896 0
50667 Cologne,,Fax: +49 221 969896 98
,,E-mail: voice@dt-internet.de
D.T.NET Service oHG,DTN018,Mr Torsten Hess / Mr Philipp Tolar
Bamberger Strasse 44,,Tel.: +49 6146 8109755
91413 NEUSTRADT A. D. AISCH,,E-mail: info@omb-it.de
D/W Elektrofunk GmbH,EFUNK,Mrs Alexandra Kellner
Bahnhofstrasse 48,,Tel: +49 3476 802 41
06333 HETTSTEDT,,Fax: +49 3476 802 13
,,E-mail: alexandrakellner@elektrofunk.de
D4 Systemhaus GmbH,DVIER,Heiko Bickenbach
Gartenstr. 28,,Tel: +49 2961 96040
59929 BRILON,,Fax: +49 2961 960420
,,E-mail: voice.support@d4-service.de
DALASON GmbH,WIRECL,Mr David C. Son
Im Mediapark 5,,Tel: +49 221 9999 9936
50670 COLOGNE,,Fax: +49 221 9999 9937
,,E-mail: support@wirecloud.de
DAMOVO Deutschland GmbH & Co.KG,DAMOVO,Mr Udo Fahjen
Heerdter Lohweg 35,,Tel: +49 6102 704 259
40549 DUESSELDORF,,Fax: +49 6102 704 177
,,E-mail: udo.fahjen@damovo.com
Daniel Wald - DW Telefondienste,DWTEL,Mr. Daniel Wald
Max-Planck-Strasse 4,,Tel: +49 3581 7925766
02827 GOERLITZ,,Fax: +49 3581 7925769
,,E-mail: portierung@voip2gsm.de
Daten- und Telekommunikations- GmbH Dessau,DATEL,Mr Nico Nierenberg
Albrechtstrasse 48,,Tel: +49 340 899 2702
06844 DESSAU,,Fax: +49 340 899 2799
,,E-mail: nico.nierenberg@datel-gmbh.de
DCC Duisburg CityCom GmbH,DUCC,Mr Wolfgang Wagner
Gesellschaft für Telekommunikation,,Tel.: +49 203 604 2924
Bungerstraβe 27,,Fax: +49 203 604 4902924
47053 DUISBURG,,E-mail : wolfgang.wagner@dcc-duisburg.de
DCC GmbH,DCC,Tel: +49 8131 7009 0
Brunngartenstrasse 3,,Fax: +49 8131 7009 60
85221 Dachau,,E-mail: info@dachau-citycom.de
DegNet GmbH,DEGNET,Mr. Florian Fuessl
Westlicher Stadtgraben 20,,Tel: +49 991 32020
94469 Deggendorf,,Fax: +49 991 3202 888
,,E-mail: hostmaster@degnet-gmbh.de
DEK Telecom GmbH,DEK1,Mrs Nina Gluesenkamp
Hakenbusch 1,,Tel: +49 541 33884 0
49078 OSNABRUECK,,Fax: +49 541 33884 111
,,E-mail: info@dek.net
DeTeWe Communications GmbH,DETEWE,Mr. Juergen Voege
Zeughofstrasse 1,,Tel: + 49 541 94400 17
10997 Berlin,,Fax: + 49 541 94400 817
,,E-mail: juergen.voege@detewe.de
Deutsche Gesellschaft für Kommunikation und Service mbH,DGKSMB,Mr. Torsten Becker
Scheerengasse 10-12,,Tel: +49 69 173201 112
60599 FRANKFURT,,Fax: +49 69 173201 199
,,E-mail: info@sip-telefonanlagen.de
Deutsche Glasfaser Business GmbH,DGB,Mr. Sven Geiger
Gewerbepark 18,,Tel: +49 4535 27999 27
49143 Bissendorf,,Fax: +49 4535 27999 90
,,E-mail: sven.geiger@deutsche-glasfaser.de
Deutsche Glasfaser Home GmbH,DGH,Mr. Sven Geiger
Ostlandstrasse 5,,Tel: +49 4535 27999 27
46325 BORKEN,,Fax: +49 4535 27999 90
,,E-mail: sven.geiger@deutsche-glasfaser.de
Deutsche Glasfaser Wholesale GmbH,DGW,Mr. Sven Geiger
Gewerbepark 18,,Tel: +49 4535 27999 27
49143 Bissendorf,,Fax: +49 4535 27999 90
,,E-mail: sven.geiger@deutsche-glasfaser.de
Deutsche Telefon Standard AG,DETEST,Mr Jürgen Kern
Göttelmannstrasse 17,,Tel: +49 6131 32797 70
55130 MAINZ,,Fax: +49 6131 32797 1076
,,E-mail: juergen.kern@deutsche-telefon.de
Dhom & Johannsen GbR,DJINET,Mr. Tilo Johannsen
Bergstrasse 3,,Tel: +49 6361 994529
67813 GERBACH,,Fax: +49 6361 4590128
,,E-mail: tilo-johannsen@dj-computer.de
Dialogika Gesellschaft für angewandte Informatik mbH,DIALOG,Mr. Rainer Kirchhoff
Pascalschacht 1,,Tel: +49 6897 935 138
66125 SAARBRUECKEN,,Fax: +49 6897 935 438
,,E-mail: rainer.kirchhoff@dialogika.de
Dierck Direktvertriebs GmbH,DIERCK,Mr. Ulrich Dietrich
Preetzer Chaussee 55,,Tel: +49 431 97449 456
24222 Schwentinental,,Fax: +49 431 97449 55456
,,E-mail: u.dietrich@dierck.de
Dieter Hartmann,ACSH,Mr Dieter Hartmann
ACS Hartmann,,Tel: + 49 36481 22155
Krautgasse 2,,Fax: + 49 36481 563894
07806 NEUSTADT a.d. ORLA,,E-mail: info@acs-hartmann.de
Dimension Data Germany AG & Co. KG,DIDATA,Mrs Sevilay Seelmann
Horexstr. 7,,Tel: +49 6172 6806 311
61352 BAD HOMBURG,,Fax: +49 6172 6806 150
,,E-mail: sevilay.seelmann@dimensiondata.com
Disquom Funktechnik GmbH,DISQ,Mr Sven Habeck
Vogtsgasse 20,,Tel: +49 2244 8799490
53639 KOENIGSWINTER,,Fax: +49 2244 8799491
,,E-mail: shabeck@disquom.de
DMRZ Deutsches Mittelstandsrechenzentrum,DMRZ01,Mr Phillip Barron
Betreibergesellschaft mbH,,Tel: +49 3221 4401000
Hans-Wunderlich-Strasse 6,,Fax: +49 3221 4401149
49078 OSNABRUECK,,E-mail: p.barron@dmrz.com
DNS:NET Internet Service GmbH,DNSNET,Mr. Henrik Martens-Erbach
Zimmerstrasse 23,,Tel: +49 30 66765 167
10969 Berlin,,Fax: +49 30 66765 499
,,E-mail: henrik.martens-erbach@dns-net.de
DOKOM Gesellschaft für Telekommunikation mbH,DOKOM,Mr. Christoph Meckel
Stockholmer Allee 24,,Tel: +49 231 930 4471
44269 Dortmund,,Fax: +49 231 930 9300
,,E-mail: c.meckel@dokom21.de
Dolphin IT-Systeme e.K.,DOLPH,Mr Olaf Famers
Peterstr. 69,,Tel: +49 2192 8549 140
42499 HUECKESWAGEN,,Fax: +49 2192 8549 29
,,E-mail: olaf.famers@dolphin-it.de
Dr. Michaelis Consult GmbH,MCGMBH,Mr Steffen Pein
Braunstrasse 22,,Tel.: +49 341 2426200
04347 LEIPZIG,,Fax: +49 341 242609
,,E-mail : spein@mcgmbh.net
dtms converting communication GmbH,DTMS,Mr. Carsten Seefeld
Isaac-Fulda-Allee 5,,Tel: +49 6131 4646-423
55124 Mainz,,Fax: +49 6131 4646-222
,,E-mail: carsten.seefeld@dtms.de
dus.net GmbH,DUSNET,Mr. Udo Ries
Niederrheinstrasse 40 - 42,,Tel: +49 211 23704 147
40474 Duesseldorf,,Fax: +49 211 23704 144
,,E-mail: udo.ries@dus.net
e.discom Telekommunikation GmbH,EDISCO,Mr. Michael Gadow
Erich-Schlesinger-Strasse 37,,Tel: +49 331 234 2217
18059 Rostock,,Fax: +49 331 234 3840
,,E-mail: gadow@ediscom.net
E.Net GmbH & Co.KG,ENET,Mr. Ruediger Mueller
Westerstrasse 50 - 54,,Tel: +49 4121 645 133
25336 ELMSHORN,,Fax: +49 4121 645 300
,,E-mail: mueller@stadtwerke-elmshorn.de
e.wa riss Netze GmbH,EWA,Dorothea Polaczek
Freiburger Strasse 6,,Tel: +49 7351 52906 210
88400 BIBERACH,,Fax: +49 7351 52906 270
,,E-mail: d.polaczek@ewa-netze.de
easybell GmbH,EASYBL,Mr. Martin Huth
Charlottenstrasse 17,,Tel: +49 30 8095 1222
10117 Berlin,,Fax: +49 30 8095 1922
,,E-mail: martin.huth@easybell.de
echtschnell GmbH,ECHTS,Mr Dirk Jentzsch
Goethestrasse 5,,Tel: +49 800 8708702
73525 SCHWAEBISCH GMUEND,,Fax: +49 7171 79888 105
,,E-mail: dirk.jentzsch@ropa.de
ecotel communication AG,ECOTEL,Mrs. Susanne Jahn
Prinzenallee 11,,Tel: +49 211 55007 732
40549 Duesseldorf,,Fax: +49 211 55007 5732
,,E-mail: susanne.jahn@ecotel.de
EFN eifel-net Internet Provider GmbH,EFN,Tel: +49 2251 9700 36
Bendenstrasse 31,,Fax: +49 2251 9700 37
53879 EUSKIRCHEN,,E-mail: regulierung@eifel-net.net
eins energie in sachsen GmbH & Co.KG,EINSTK,Mrs Romy Ketscher
Augustusburger Strasse 1,,Tel: +49 371 525 1352
09111 CHEMNITZ,,Fax: +49 371 525 1350
,,E-mail: romy.ketscher@eins.de
Elektrizitäts-Genossenschaft Tacherting-Feichten eG,EGTFEG,Mr Simon Renner
Stefan-Floetzl-Strasse 4,,Tel: +49 8621 80630 16
83342 TACHERTING,,Fax: +49 8621 80630 29
,,E-mail: renner@egtf.de
Elektrizitätswerk Goldbach-Hösbach GmbH & Co.KG,EWG,Mr. Andreas Bauer
Aschaffstrasse 1,,Tel: +49 6021 3347 29
63773 GOLDBACH,,Fax: +49 6021 3347 47
,,E-mail: bauer@ew-goldbach-hoesbach.de
Elementmedia GmbH,EMEDIA,Mr Knut Dellmann
Liethstrasse 32,,Tel: +49 2304 934002
58239 SCHWERTE,,Fax: +49 2304 934008
,,E-mail: dellmann@elementmedia.com
Emden Digital GmbH,EMDDIG,Mr Joachim Ehmen
Martin-Faber-Strasse 11,,Tel.: +49 4921 83209
26725 EMDEN,,Fax: +49 4921 8384606
,,E-mail: j.ehmen@emden-digital.de
EMOTEC NETWORKS GmbH,EMOTEC,Mrs Tanja Beck
Industriestrasse 13,,Tel: +49 9383 90596 23
97353 WIESENTHEID,,Fax: +49 9383 90596 10
,,E-mail: info@emotec-networks.de
encoLine GmbH,ELINE,Mr. Maik Scheffel
Leibnizstrasse 73,,Tel: +49 365 8337 410
07548 Gera,,Fax: +49 365 8337 599
,,E-mail: ms@encoline.de
endesha GmbH,ENDESH,Mr. Peter Dippold
Bühlweg 5,,Tel: +49 6033 73076
53510 BUTZBACH,,Fax: +49 6033 9182473
,,E-mail: support@endesha.de
Energieversorgung Filstal GmbH & Co. KG,EVFIGP,Mr Andreas Bantel
Grosseislinger Strasse 28 - 34,,Tel: +49 7161 6101 140
73033 GOEPPINGEN,,Fax: +49 7161 6101 255
,,E-mail: andreas.bantel@evf.de
Engel & Co. GmbH Gera,ENGELC,Mr. Gotthard Hoffmann
Leibnizstrasse 73,,Tel: +49 365 8337420
07548 GERA,,Fax: +49 365 8337310
,,E-mail: info@enco-gera.de
Enghouse Networks (Germany) GmbH,SMS,Mr Manfred Dohmen
Willi-Bleicher-Strasse 9,,Tel: +49 2421 9857 939
52353 DUEREN,,Fax: +49 2421 9857 999
,,E-mail: manfred.dohmen@enghouse.com
ENNI Energie & Umwelt Niederrhein GmbH,ENNI,Mr Cafer Kaya
Uerdinger Strasse 31,,Tel: +49 2841 104211
47441 MOERS,,Fax: +49 2841 104384
,,E-mail: ckaya@enni.de
EnoCom GmbH,ENOCOM,Mr Frank Notheis
Lauterbergstr. 1-5,,Tel: +49 721 3522231
76137 KARLSRUHE,,Fax: +49 721 352 25 2231
,,E-mail: frank.notheis@enocom.de
envia TEL GmbH,ETEL,Mr. Peter Zech
Friedrich-Ebert-Strasse 26,,Tel: +49 355 68 1214
04416 MARKKLEEBERG,,Fax: +49 355 68 2500
,,E-mail: peter.zech@enviatel.de
epcan GmbH,DE1EPC,Mr. Gerd Gevering
Marienstrasse 1,,Tel: +49 2564 883080
48691 VREDEN,,Fax: +49 2564 883378
,,E-mail: gg@gmx.de
Equada GmbH,EQUADA,Mr Bernd Buedenbender
Am Neuen Berg 3,,Tel: +49 6023 96741 0
63755 ALZENAU,,Fax: +49 6023 96741 11
,,E-mail: nummernverwaltung@equada.de
ETN EmslandTel.Net GmbH & Co.KG,ETNTEL,Mr Sebastian Hoogland
Daimlerstrasse 1,,Tel: +49 5931 877997 13
49716 MEPPEN,,Fax: +49 5931 877997 8
,,E-mail: sh@etn.group
Euralink,EURAL,Mr Tim Steinmann
Pappelallee 78/79,,Tel.: +49 30 3187 9580 0
10437 BERLIN,,Fax: +49 30 3187 9580 9
,,E-mail: porting@eura.link
euromicron Deutschland GmbH,EMD04,Mr Holger Foedisch
Baumeisterallee 13 - 15,,Tel: +49 34203 446814
04442 ZWENKAU,,Fax: +49 34203 446820
,,E-mail: holger.foedisch@euromicron-deutschland.de
EWE TEL GmbH,EWE,Peter Kuhnt
Cloppenburger Strasse 310,,Tel: +49 441 8000 1941
26133 OLDENBURG,,Fax: +49 441 8000 1998
,,E-mail: peter.kuhnt@ewe.de
EWE TEL GmbH,EWEOWL,Kirstin Henke
Goebenstrasse 3 – 7,,Tel: +49 441 8800 1403
32052 HERFORD,,Fax: +49 441 8800 1998
,,E-mail: kirstin.henke@ewe.de
EWR Aktiengesellschaft,EWRAG,Mr Thorsten Volz
Lutherring 5,,Tel.: +49 6241 848 328
67547 WORMS,,Fax: +49 6241 848 500
,,E-mail: volz@ewr.de
EWR Netz GmbH,EWRNET,Mr. Alexandros Stefikos
Klosterstrasse 16,,Tel: +49 6241 848 810
