Country or area/ISO code,Company Code,Contact
Calea Bucuresti 2B Bis,,Tel +40 788 101 646
077015 COMUNA BALOTESTI,,Fax +40 21 402 3290
,,E-mail bogdan.bocsan@zapp.ro
S.C. TransTel Services s.r.l.,10800,Catalin Catoiu
"Str. Prometeu 26, Sector 1",,Tel +40 21 201 1800
014225 BUCURESTI,,Fax +40 21 201 1811
,,E-mail transtel@tts.ro
S.C. Vip Plus Computers s.r.l.,VIPNET,Gabriel Dulcu
"Bdul. Regina Elisabeta 7-9, Sector 3",,Tel +40 21 303 9940
030016 BUCURESTI,,Fax +40 21 303 9617
,,E-mail gabriel.dulcu@vipnet.ro
S.C. World Telecom Network srl,WTN,Florin Coseru
Str. Palmierlor 13,,Tel +40 256 287 878
300309 TIMISOARA,,Fax +40 256 219 219
,,E-mail florin.coseru@wtn.ro
Societatea Nationala de Radiocimunicatii S.A.,SNR,Ion Dorobantu
"Bdul. Libertatii 14, Sector 5",,Tel +40 21 307 3005
050706 BUCURESTI,,Fax +40 21 314 9798
,,E-mail ion.dorobantu@snr.ro
World Venture Group Telecom srl,WVGTEL,Sathiyagiri Valliappan
Camil Ressu #13,,Tel +40 31 780 0158
"BL588, SC.A#6, BUCHAREST",,Fax +40 31 710 7343
,,E-mail giri@wvg-tele.com
